company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes,source,source_count
GDDC GmbH,Germany,Authorized Dealer,Dock 3,Unknown,https://www.gddc-sh.de/,Not Found,https://www.gddc-sh.de/product/dji-dock-3,Company Website,https://www.gddc-sh.de/store/home,Company Website,High,Official DJI Europa dealer in Northern Germany. Designated testing center of the LBA. Specializes in energy sector and automated drone systems.,Claude,1
Hochtief AG,Germany,Enterprise End-User,Dock 2,1,https://www.hochtief.com/,Not Found,https://www.heliguy.com/blogs/posts/dji-dock-bvlos-construction-surveys/,Industry Article,https://www.suasnews.com/2026/03/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-german-construction-leader-hochtief-piloted-from-spain/,Industry Article,High,German construction company using DJI Dock 2 via Skyports for automated BVLOS surveying of Rheinbrücke Leverkusen bridge project. Deployed for weekly surveys until 2028.,Claude,1
SaarDrones,Germany,System Integrator,Dock 2; Dock 3,Unknown,https://www.saardrones.de,https://de.linkedin.com/company/saardrones,https://www.saardrones.de/post/dji-dock-3,Company Website,https://www.saardrones.de/post/dji-dock-2,Company Website,High,"Enterprise drone integrator in Saarland promoting DJI Dock 2 and DJI Dock 3 for automated inspections, security and long-term monitoring.",Comet,1
Skyports,Germany,Enterprise End-User,Dock 2,1,https://skyports.net/,Not Found,https://www.suasnews.com/2026/03/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-german-construction-leader-hochtief-piloted-from-spain/,Industry Article,https://verticalmag.com/press-releases/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-hochtief/,Industry Article,High,Infrastructure company operating DJI Dock 2 at Rheinbrücke Leverkusen bridge in Germany for HOCHTIEF. Remote operations from Madrid. Processes data with DroneDeploy for 2D and 3D surveys.,Claude,1
Vermessung3D,Germany,System Integrator; DFR Service Provider,Dock 2; Dock 3,Unknown,https://vermessung3d.de/,Not Found,https://vermessung3d.de/produkt/dji-dock-2/,Company Website,https://mostrobotics.com/dji-dock-3-vermessung,Industry Article,High,"Located in Hagen, Germany. Specializes in UAV surveying complete systems. Offers DJI Dock 2 and 3 for surveying and inspections.",Claude,1
Viscan,Germany,System Integrator; DFR Service Provider,Dock 2,Unknown,https://viscan.de/,Not Found,https://viscan.de/de/blog/dji-dock-2---offizieller-bvlos-betrieb-durch-viscan-m-glich,Company Website,Not Found,Not Found,High,Holds special BVLOS operating permits for DJI Dock. First company in Germany to receive DJI Dock 2 BVLOS approval from LBA.,Claude,1
DJI Enterprise Insights,Global,Content/Knowledge,Dock 2; Dock 3; Dock,3,https://enterprise-insights.dji.com/,https://www.linkedin.com/company/dji/,https://enterprise-insights.dji.com/blog/achieve-compliance-operational-success-for-dji-dock-3,EU Compliance Guide,https://enterprise-insights.dji.com/join-dji-dock-partner-network,Partner Network,High,DJI official resource; EU regulatory guidance; case studies,Claude,1
DJI Official Enterprise Portal,Global,Manufacturer,Dock 2,1,https://enterprise.dji.com/dock-2,https://www.linkedin.com/company/dji/,https://enterprise.dji.com/dock-2,Official Product,https://enterprise.dji.com/dock-3,Dock 3 Product,High,Official DJI product pages; specifications; integrations,Claude,1
Drone Harmony (Software Platform),Global,"Software Platform, Integration Partner",Dock 2; Dock 3; Dock,3,https://www.droneharmony.com/,https://www.linkedin.com/company/droneharmony/,https://www.droneharmony.com/drone-harmony-for-dji-dock,Product Page,https://dji-ars.pl/product-pol-36452-Drone-Harmony-dla-DJI-Dock.html,Polish Distributor,High,Full 3D flight management platform; Polish distribution via DJI-ARS,Claude,1
FlytBase,Global,Software Platform,Dock 1 Dock 2 Dock 3; Dock 2; Dock 3; Dock; N/A (Compatible with Dock),3,https://www.flytbase.com/,https://www.linkedin.com/company/flytbase/,https://www.flytbase.com/blog/solar-farm-inspections,Case Study,https://www.flytbase.com/blog/dji-dock-features-applications-and-case-studies,Blog,High,Third-party software platform compatible with DJI Dock. Used by AfterFIT for BVLOS operations. Helps obtain JCAB certifications in Japan. Operational support for Japanese enterprises.,Claude,1
3Digital Srl,Italy,Reseller,Dock 2,Unknown,https://3digital.tech,https://www.linkedin.com/company/3digital-srl/,https://3digital.tech/en/products/garanzia-dji-dock-2,Company Website,, ,High,"Italian reseller providing dedicated warranty products tied specifically to DJI Dock 2 purchased from authorized DJI resellers in Italy, Vatican City, or San Marino. ",Comet,1
DJI Italy / Enterprise Dealer Network,Italy,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/it,https://www.linkedin.com/company/dji/,https://www.dji.com/nl/where-to-buy/enterprise-dealers,Company Website,https://enterprise.dji.com/it/find-a-dealer,Company Website,High,DJI's official Italian presence listing enterprise dealers associated with DJI Dock 3 FlightHub 2 On-Premises and Dock 2 sales. ,Comet,1
Dronezone Enterprise (drone-zone.it),Italy,Reseller,Dock 1,Unknown,https://www.drone-zone.it,https://www.linkedin.com/company/dronezone-italia/,https://www.drone-zone.it/product-page/dji-dock-m30-dock-version,Company Website,, ,High,Enterprise-focused Italian reseller offering DJI Dock + M30 Dock Version for automated Matrice 30 operations. ,Comet,1
Elite Consulting (DJI Enterprise Italia),Italy,System Integrator / Reseller,Dock 2; Dock 3; Dock,Multiple,https://www.eliteconsulting.it/,https://it.linkedin.com/company/elite-consulting-srl,https://www.eliteconsulting.it/dji-dock-applicazioni/,Company Website,https://www.eliteconsulting.it/presentazione-a-roma-e-milano-del-dji-dock/,Blog Post,High,Part of Nital Group. Official DJI Enterprise distributor and system integrator in Italy. Organized presentations in Rome and Milan (May 2023).,Claude,1
Fly to Discover,Italy,Authorized Dealer,Dock 2; Dock 3; Dock,Multiple,https://flytodiscover.it/,,https://flytodiscover.it/categoria-prodotto/dji-enterprise/dji-dock-2/,Company Website,https://flytodiscover.it/categoria-prodotto/dji-enterprise/dji-dock-3/,Company Website,High,Located in Rome. Operating since 2014. Authorized DJI retailer and service center. Offers original products with Italian warranty and fast delivery.,Claude,1
HobbyHobby Italia,Italy,Reseller,Dock 2; Dock 3; Dock,Multiple,https://www.hobbyhobby.it/,,https://www.hobbyhobby.it/categoria/imprese/dji-dock-2/,Company Website,https://www.hobbyhobby.it/categoria/imprese/dji-dock-3/,Company Website,High,B2B e-commerce platform managed by Elite Consulting. Offers all DJI Dock models with warranty options. Support via djienterprise@nital.it.,Claude,1
Nital SpA,Italy,Distributor,Dock 2; Dock 3; Dock,Multiple,https://www.nital.it/,https://it.linkedin.com/company/nital-distribuzione,https://www.nital.it/press/2021/nital-dji.php,Press Release,https://www.nital.it/press/2024/dji-dock-2.php,Press Release,High,Official exclusive distributor for DJI products in Italy since 2021. Distributes through multiple channels including hobbyhobby.it and authorized retailers.,Claude,1
Videolinea System Srl,Italy,Reseller,Dock 3,Unknown,https://www.videolinea.com,https://www.linkedin.com/company/videolinea/,https://www.videolinea.com/en/drone-docking-stations-ports/257396-docking-station-dji-dock-3overseas-edition-no-warranty-djdk03,Company Website,, ,High,Italian broadcast and AV technology company selling DJI Dock 3 (overseas edition) as a 24/7 remote drone docking station. ,Comet,1
AfterFIT (株式会社アフターフィット),Japan,Enterprise End-User,Compatible Heisha Drone Nest; Dock,1,https://www.afterfit.co.jp/,Unknown,https://www.flytbase.com/blog/solar-farm-inspections,Case Study,https://dronedj.com/2022/05/27/bvlos-drones-night/,News Article,High,"Renewable energy company. Operates at 1,924KW solar plant in Tochigi Prefecture. First in Japan with BVLOS night flights approval. Uses DJI drones + Heisha drone dock. Operational since 2022.",Claude,1
Drone Business Laboratory (ドローンビジネスラボラトリー/D-Lab),Japan,Academia/Research + Training,Dock 3,Unknown,https://dlabo.jp/,Unknown,https://dlabo.jp/dji-dock-3/,Official Site,https://dlabo.jp/%E3%80%8Cdji-dock-3%E3%80%8D%E5%AE%9F%E6%BC%94%E3%82%BB%E3%83%9F%E3%83%8A%E3%83%BC%E3%80%80%E7%B5%82%E4%BA%86%E3%81%AE%E3%81%94%E5%A0%B1%E5%91%8A/,Event Report,High,"Drone training school (est. 2019). Multiple bases: Kurashiki, Tokyo, Ishioka, Ibaraki. Conducted DJI Dock 3 demonstration seminars. Focuses on Level 3/3.5 flight operations.",Claude,1
JDRONE (株式会社ジェイドローン),Japan,Enterprise End-User + Service Provider,Dock 3,1+,https://jdrone.tokyo/,Unknown,https://dji-info.system5.jp/en/blogs/enterprise/snow-backcountry-jdrone,Case Study,https://dronelife.com/2024/10/14/jdrone-launches-cargo-drone-service-in-rural-japan-with-powerful-heavy-lift-drones/,News Article,High,Tokyo-based cargo drone operator. DJI Dock 3 deployment consulting and operational support. Deployed at Nozawa Onsen Ski Resort. Cargo service since Aug 2024. Search and rescue applications.,Claude,1
NSi真岡株式会社,Japan,Enterprise End-User,Dock 2,Unknown,https://www.nsi-moka.co.jp,https://www.linkedin.com/company/nsi-moka/,https://drone-journal.impress.co.jp/docs/news/1185992.html,Industry Article,https://www.ctv.co.jp/sora-media/remote-control/assets/img/pdf/leaflet_Dock2.pdf,PDF,High,Conducted a real-world field demonstration of the autonomous flight solution 'DJI Dock 2' in coastal Aichi Prefecture together with CTV 'Sora Media' and DJI JAPAN. ,Comet,1
Nozawa Onsen Ski Resort,Japan,Enterprise End-User,Dock 3,1,Unknown,Unknown,https://dronedj.com/2025/05/21/dji-drone-ski-resort-japan/,Case Study,https://dri-info.system5.jp/en/blogs/enterprise/snow-backcountry-jdrone,Case Study,High,Ski resort in Nagano. Operates DJI Dock 3 with Matrice 4D/4TD for avalanche detection and terrain monitoring. 24/7 autonomous operations in extreme weather. Emergency response applications.,Claude,1
Sekido (株式会社セキド),Japan,Authorized Dealer,Dock 2; Dock 3,Unknown,https://sekidocorp.com/,https://www.linkedin.com/company/sekido/,https://sekido-rc.com/blog/2024/03/27/enterprise_0015/,Dealer Blog,https://sekidocorp.com/20260121_34556/,Official Press,High,Official DJI Authorized Dealer. Est. 2012. Operates physical stores in Tokyo (Toranomon) and Yokohama. Sales network of ~300 partners across Japan. Hosts DJI Dock 3 demonstrations.,Claude,1
"Sekido Co., Ltd.",Japan,Authorized Dealer,Dock 2; Dock 3,Unknown,https://sekido-rc.com,,https://sekido-rc.com/?gid=3003002&mode=grp,Company Website,https://sekido-rc.com/?gid=3063357&mode=grp,Company Website,High,Japanese enterprise dealer with product group pages for DJI Dock 2 and Dock 3.,ChatGPT,1
System5 (株式会社システムファイブ),Japan,Authorized Distributor,Dock 2; Dock 3,Unknown,https://www.system5.jp/,https://www.linkedin.com/company/system5-co-ltd-/,https://prtimes.jp/main/html/rd/p/000000143.000024840.html,Press Release,https://dji-info.system5.jp/collections/dock/products/dji-dock3,Dealer Site,High,"Official DJI Distributor. Began handling Dock 3 in Feb 2025. 3 consecutive years top sales in Japan. Nationwide dealer network. HQ: Chiyoda Ward, Tokyo.",Claude,1
Tohasen (トーハーセン),Japan,Authorized Dealer,Dock 2; Dock 3,Unknown,https://tohasen.com/,Unknown,https://tohasen.com/dji-drone/remote-drone-operation-solutions/dji-dock-3/,Dealer Site,https://www.tohasen-robotics.com/,Corporate Site,High,Official DJI Authorized Distributor. Offers Dock 2 and Dock 3 bundles with drones. DJI Dock 3 training center established at T-MIB Drone Field (Jan 2026). Robotics company division.,Claude,1
株式会社Fujitaka,Japan,System Integrator,Dock 3,Unknown,https://www.fujitaka.com,https://www.linkedin.com/company/fujitaka/,https://drone.jp/news/20250527163436115945.html,Industry Article,, ,High,Kyoto-based drone school and services company launching a DJI Dock 3 trial service that installs Dock 3 and Matrice 4TD on customer sites for pre-deployment proof-of-concept. ,Comet,1
AEGIS Systems,Poland,System Integrator,Dock 3,Unknown,https://www.aegis-systems.pl,https://www.linkedin.com/company/aegis-systems-pl/,https://www.aegis-systems.pl/en/collections/drony,Company Website,, ,High,Polish security and monitoring provider with a dedicated 'DJI Dock – docking stations for autonomous drones' section showcasing DJI Dock 3 Matrice 4TD bundles. ,Comet,1
DJI Enterprise Dealer Network (Poland),Poland,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/global/where-to-buy/enterprise-dealers,https://www.linkedin.com/company/dji/,https://www.dji.com/global/dock,Company Website,, ,High,"DJI's global Dock and Enterprise dealer pages list Poland as a supported country with Dock, Dock 2, and Dock 3 plus FlightHub 2 solutions via local partners. ",Comet,1
Dilectro,Poland,Authorized Distributor,Dock 2; Dock 3; Dock,3+,https://enterprise.dilectro.pl/,https://www.linkedin.com/company/dilectro/,https://enterprise.dilectro.pl/dji-dock/,Product Page,https://enterprise.dilectro.pl/asseco-wyposazy-drony-dji-w-polskie-oprogramowanie/,Partner Integration,High,DJI Enterprise distributor; partnership with Asseco for Polish secure software,Claude,1
Drony.net,Poland,Authorized Dealer,Dock 2; Dock 3; Dock,3+,https://www.drony.net/,https://www.linkedin.com/company/drony-net/,https://www.drony.net/dji-dock-3.html,Product Listing,https://www.drony.net/dji-dock-2.html,Product Listing,High,Long-standing DJI authorized seller; comprehensive product range,Claude,1
Dronydlafirmy.pl,Poland,System Integrator,Dock 2; Dock 3,2+,https://dronydlafirmy.pl/,https://www.linkedin.com/company/dronydlafirmy/,https://dronydlafirmy.pl/dji-dock-2/,Rental Services,https://dronydlafirmy.pl/produkt/dji-dock3-z-dronem-dji-matrice-4td/,Product Package,High,DJI Dock rental and operation services; FlightHub 2 integration; leasing model,Claude,1
INNPRO Robert Błędowski Sp. z o.o.,Poland,Authorized Distributor,Dock 2; Dock 3; Dock,3+,https://innpro.pl/dystrybucja-dji/,https://www.linkedin.com/company/innpro/,https://innpro.pl/dystrybucja-dji/,Official Distributor,https://enterprise.innpro.pl/,Enterprise Portal,High,Official DJI Enterprise distributor for Poland; operates enterprise.innpro.pl; headquarters Poland,Claude,1
IRONSKY,Poland,Authorized Dealer,Dock 2; Dock 3; Dock,3+,https://ironsky.pl/,https://www.linkedin.com/company/iron-sky,https://ironsky.pl/dji-dock-porownanie/,Comparison Guide,https://ironsky.pl/drony-sklep/produkt/stacja-dokujaca-dji-dock-3/,Product Listing,High,Sold 3 DJI Dock 1 systems in 2023; comprehensive testing program; energy sector focus,Claude,1
SITECH Poland,Poland,Authorized Dealer,Dock 2; Dock 3,2+,https://sitech-poland.pl/,https://www.linkedin.com/company/sitech-poland/,https://sitech-poland.pl/drony-dji-dock-3-drony/,Product Page,https://enterprise.dji.com/dock-3,DJI Dock 3 Overview,High,Specializes in Dock 3 with Matrice 4D/4TD; dedicated drone robotics solutions,Claude,1
SNH Drones,Poland,Authorized Dealer,Dock 2; Dock 3,2+,https://snhdrones.pl/,https://pl.linkedin.com/company/snh-drones,https://snhdrones.pl/stacja-dokujaca-dji-dock-3/,Product Listing,https://snhdrones.pl/stacja-dokujaca-dji-dock-2/,Product Listing,High,Training center with 15+ Polish cities; VLOS/BVLOS courses; service provider,Claude,1
TPI (Drony DJI - TPI),Poland,Authorized Distributor,Dock 2; Dock 3; Dock,3+,https://dji-tpi.com.pl/,https://www.linkedin.com/company/tpi-poland/,https://dji-tpi.com.pl/,Distributor Portal,https://tpi.com.pl/porady-eksperta/autonomiczne-operacje-dronami-czyli-dji-dock-3-i-matrice-4d-4td-w-akcji,Expert Guide,High,Dual website presence (dji-tpi.com.pl and tpi.com.pl); enterprise focus,Claude,1
DJI Enterprise Dealer Network (Singapore),Singapore,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/where-to-buy/enterprise-dealers,https://www.linkedin.com/company/dji/,https://www.dji.com/where-to-buy/enterprise-dealers,Company Website,https://www.dji.com/support/product/dock,Company Website,High,"DJI's global enterprise dealer page lists Singapore among supported regions for DJI Dock and Dock 3, confirming availability via local authorised dealers such as Avetics Global. ",Comet,1
24-7 Drone Force,South Africa,Enterprise End-User (Security),Dock,1+,https://24-7droneforce.co.za/,Not found,https://www.flytbase.com/case-studies/24-7-drone-force-residential-estate-security-docks-south-africa,FlytBase Case Study,https://www.securityfocusafrica.com/2025/01/28/24-7-drone-force/,News Article,High,"Premier security provider with 3,500 security officers. Operates DJI Dock for residential estate perimeter security. Regulatory approval from SACAA (Agridrone Pty Ltd t/a 24/7 Drone Force). First security industry docked drone solution in SA.",Claude,1
Babanango Game Reserve,South Africa,Enterprise End-User,Dock 3,Unknown,https://www.babanangogamereserve.co.za,https://www.linkedin.com/company/babanango-game-reserve/,https://www.facebook.com/DJIEnterpriseOfficial/videos/how-drones-help-protect-wildlife-in-south-africa-dji-dock-3in-wildlife-conservation-real-ti/379695302737530,Social Media Post,https://www.youtube.com/shorts/iRpbK794JY0,Social Media Post,High,"Wildlife conservation area in KwaZulu-Natal using DJI Dock 3 to enable instant drone deployment when alerts are triggered, providing real-time aerial support for anti-poaching and wildlife monitoring. ",Comet,1
FlytBase,South Africa,Software Platform,Dock 2,,https://www.flytbase.com/,Not found,https://www.flytbase.com/blog/flytbase-and-hdrt,HDRT Partnership,https://www.flytbase.com/dji-dock,DJI Dock Page,High,"Drone autonomy software platform partnered with HDRT. Enables integration with CCTV, sensors, alarms, access control. Supports FlightHub 2 operations. Multiple SA deployments documented.",Claude,1
GUNMANSA,South Africa,Reseller,Dock 2,Unknown,https://gunmansa.co.za,https://www.linkedin.com/company/gunmansa/,https://gunmansa.co.za/products/dji-dock-2-matrice-3d-enables-autonomous-drone-ops-with-automated-charging-remote-control-real-t,Company Website,, ,High,South African retailer selling DJI Dock 2 with Matrice 3D and highlighting autonomous operations with automated charging and real-time streaming. ,Comet,1
Optron,South Africa,Distributor,Dock 3,multiple,https://optron.com/dji/,Not found,https://optron.com/dji/dji-enterprise-solutions/dji-drones/,DJI Enterprise Page,https://optron.com/dji/wp-content/uploads/2025/05/DS_DJI-Dock-3.pdf,DJI Dock 3 Spec Sheet,High,Official DJI Enterprise dealer for African region. Offers full DJI Enterprise drone range. Address: Lakefield Office Park (Building C). Phone: +27 12 683 4500,Claude,1
RocketDNA,South Africa,"Enterprise End-User, System Integrator",Dock 2; Dock 3,1+,https://www.rocketdna.com/,https://za.linkedin.com/company/rocketdnaltd,https://dronenews.africa/rocketdna-obtains-licence-to-operate-dji-dock-in-south-africa/,Dronenews.africa,https://www.engineeringnews.co.za/article/xbot-transforming-remote-operations-across-industries-with-unmatched-precision-2025-03-28,Engineering News,High,First company in SA to receive SACAA approval for Remote UAS Docking Stations with BVLOS capability. Originally founded as Rocketmine in SA (2013). Uses for mining theft prevention and agriculture. Works with FlytBase.,Claude,1
TecAfrica Solutions,South Africa,Reseller,Dock 2,Unknown,https://www.tecafrica.co.za,https://www.linkedin.com/company/tecafrica-solutions/,https://www.tecafrica.co.za/products/dji-dock-2-with-dji-matrice-3dt,Company Website,, ,High,South African technology supplier selling DJI Dock 2 with Matrice 3DT as an autonomous thermal drone solution. ,Comet,1
Hanbit Drone,South Korea,Authorized Dealer,Dock 2; Dock 3,Multiple units in inventory,https://www.hanbitdrone.com/,https://www.linkedin.com/company/hanbitdrone,https://www.hanbitdrone.com/18,Company Website,https://www.linkedin.com/company/hanbitdrone,LinkedIn,High,DJI Official Partner Korea; Carries Dock 2 & Dock 3; Incheon headquarters (032-253-4500),Claude,1
Hyundai E&C,South Korea,Enterprise End-User,Dock (multiple versions),Multiple,https://www.hyundaie.co.kr/,https://www.linkedin.com/company/hyundai-engineering-&-construction/,https://www.prnewswire.com/apac/news-releases/dji-docks-transform-hyundai-ecs-namyangju-wangsuk-relocation-project-in-south-korea-302625590.html,PR Newswire,https://www.koreaherald.com/article/10623575,Korea Herald,High,Namyangju Wangsuk Relocation Project; 6.4km tunnel/underpass; 1 trillion KRW project,Claude,1
SK hynix,South Korea,Enterprise End-User,Dock 3,1+,https://www.skhynix.com/,https://www.linkedin.com/company/sk-hynix/,https://enterprise-insights.dji.com/blog/how-sk-hynix-uses-dji-dock-3-to-power-smarter-construction-site-management,DJI Enterprise Insights,https://www.tipranks.com/news/private-companies/industrial-construction-deployment-highlights-dji-enterprise-growth-potential,Press Coverage,High,Semiconductor construction site in Yongin-si; 80%+ inspection time reduction; Full automation deployed,Claude,1
Xcopter,South Korea,Authorized Dealer,Dock 2; Dock 3,Multiple units in inventory,https://xcopter.com/,,https://xcopter.com/category/dji-dock/10917/,Company Website,https://xcopter.com/product/dji-dock-3-%EB%AC%B4%EC%9D%B8-%EC%9E%91%EB%8F%99-%ED%94%8C%EB%9E%AB%ED%8F%BC-dji-%EB%8F%85-3-%EB%A7%A4%ED%8A%B8%EB%A6%AC%EC%8A%A4-4d-%EB%93%9C%EB%A1%A0-%EB%B0%A9%EB%AC%B8-%EC%8B%9C%EC%97%B0-%EA%B0%80%EB%8A%A5/38042,Company Website,High,Seoul-based; Offers Dock 2 & Dock 3 with on-site demonstrations,Claude,1
ACRE Surveying Solutions,Spain,Authorized Dealer,Dock 1 / Dock 2 / Dock 3,Unknown,https://grupoacre.es/,https://www.linkedin.com/company/grupo-acre/,https://grupoacre.es/catalogo-marca/dji/,Distributor Website,https://grupoacre.es/catalogo-productos/dji-dock-2-plataforma-de-despegue-y-aterrizaje/,Product Page,High,"Official DJI Enterprise distributor and DJI Gold Partner. Located in Illescas (Toledo). Full catalog includes Dock 1, Dock 2, and Dock 3. Multiple product pages listing all models.",Claude,1
Aero Industrial Iberia,Spain,Authorized Dealer,Dock 1 / Dock 2 / Dock 3,Unknown,https://www.aeroindustrialiberia.com/,https://www.linkedin.com/company/aero-industrial-iberia/,https://www.aeroindustrialiberia.com/oficial-dji-store-espana/,Distributor Website,https://www.aeroindustrialiberia.com/producto/dji-dock-2/,Product Page,High,"Official DJI Store reference in Spain. Physical locations in Barcelona and Madrid. Authorized Enterprise distributor. Sells Dock 1, Dock 2, and Dock 3.",Claude,1
Al-Top Topografía SA,Spain,Authorized Dealer,Dock 1 / Dock 2 / Dock 3,Unknown,https://al-top.com/,https://www.linkedin.com/company/al-top-topografia-sa/,https://al-top.com/producto/dji-dock-2/,Product Page,https://al-top.com/producto/dji-dock-3/,Product Page,High,"Authorized DJI Enterprise distributor and Trimble Geospatial partner. Full Dock product line (1, 2, 3). Also sells vehicle mounting adapter for Dock 3.",Claude,1
DJI ARS Madrid / StockRC,Spain,Authorized Dealer,Dock 2; Dock 3,Unknown,https://stockrc.com/en,https://www.linkedin.com/company/stockrc/,https://stockrc.com/en/524-dji-dock-2-matrice-3d,Company Website,https://stockrc.com/en/content/14-sobre-nosotros,Company Website,High,Official DJI Store and technical center in Spain (DJI ARS Madrid) selling DJI Dock 2 + Matrice 3D/3TD packs and listing DJI Dock 3 among its enterprise products. ,Comet,1
DJI Spain / Enterprise Dealer Network,Spain,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/es,https://www.linkedin.com/company/dji/,https://www.dji.com/nl/where-to-buy/enterprise-dealers,Company Website,https://enterprise.dji.com/it/find-a-dealer,Company Website,High,"DJI's European enterprise dealer page lists Spain under regions that support DJI Dock 3 FlightHub 2 On-Premises Version, confirming national Dock 2/3 availability via official channels. ",Comet,1
Endesa,Spain,Government End-User,Dock 2,1,https://www.endesa.com/,https://www.linkedin.com/company/endesa/,https://enterprise-insights.dji.com/user-stories/how-endesa-deploys-the-dji-dock-2-to-transform-energy-management,Case Study,https://www.linkedin.com/posts/dji_how-endesa-deploys-the-dji-dock-2-to-transform-activity-7203727231418843136-qGRd,LinkedIn,High,Deployed DJI Dock 2 at Teruel Coal Power Station for 5-month decommissioning project. Primary use: demolition monitoring and asset management. Spanish energy company.,Claude,1
Grupo StockRC,Spain,Authorized Dealer,Dock 1 / Dock 2 / Dock 3,Unknown,https://grupostockrc.com/,https://www.linkedin.com/company/grupo-stockrc/,https://grupostockrc.com/,Distributor Website,https://tienda.stockrc.com/en_US,Online Store,High,"Official DJI Distributor for Spain and Portugal. Operates DJI Store Madrid with official technical support. Wholesaler for DJI Enterprise products. Multiple brands including DJI Stock RC, DJI Agriculture, UTC DJI Academy.",Claude,1
Guardia Civil,Spain,Government End-User,Dock 3,Unknown,https://www.guardiacivil.es,https://www.linkedin.com/company/guardia-civil/,https://shop.coptrz.com/blogs/news/dji-dock-3-matrice-4td-enhance-motogp-security-with-guardia-civil-in-spain,Industry Article,https://www.youtube.com/watch?v=vOGByKLZSyk,Social Media Post,High,Spanish Guardia Civil operates DJI Dock 3 with Matrice 4TD to provide 24/7 aerial security and real-time intelligence during MotoGP events in Spain. ,Comet,1
Provideo Sevilla,Spain,Authorized Dealer,Dock 3,Unknown,https://www.provideosevilla.com/,https://www.linkedin.com/search/results/companies/?keywords=provideo%20sevilla,https://www.provideosevilla.com/tienda-oficial-dji/,Distributor Website,https://www.provideosevilla.com/comprar/dji-dock-3/,Product Page,High,"Official DJI Store in Sevilla with 30+ years experience in audiovisual and technology. Full technical service and workshop. Located at C/ Desarrollo 1, Parque Industrial PISA, Mairena del Aljarafe (Sevilla).",Claude,1
RPAS Drones,Spain,Software Platform / Reseller,Dock 2 / Dock 3,Unknown,https://rpas-drones.com/,https://www.linkedin.com/search/results/companies/?keywords=rpas%20drones%20spain,https://rpas-drones.com/vuelos-automatizados-con-dji-dock/,Content Page,https://rpas-drones.com/dji-dock-3-operaciones-remotas-24-7/,Content Page,High,"Information and content provider about DJI Dock solutions in Spain. Multiple detailed articles on Dock 2 and Dock 3 applications for security, surveillance, and infrastructure inspection.",Claude,1
RTF Drones,Spain,System Integrator,Dock 3,1,https://rtfdrones.es/,https://www.linkedin.com/company/rtf-drones/,https://rtfdrones.es/main/servicios-drones/rtf-inspection/,Service Page,https://rtfdrones.es/tag/dji-ars-madrid-en-la-feria-unvex-2024/,News,High,Specialized drone inspection services for infrastructure. Uses DJI Dock 3 for automated programmed flights and continuous infrastructure monitoring. Based in Guadalajara with nationwide capacity.,Claude,1
Skyports Drone Services,Spain,DFR Service Provider,Dock 2,1,https://skyportsdroneservices.com/,https://www.linkedin.com/company/skyports-drone-services,https://www.suasnews.com/2026/03/skyports-drone-services-brings-automated-bvlos-drone-in-a-box-aerial-surveying-to-german-construction-leader-hochtief-piloted-from-spain/,Case Study,https://www.heliguy.com/blogs/posts/skyports-bvlos-drone-operations/,Industry News,High,Remote Operation Centre (ROC) in Madrid. Operating DJI Dock 2 for automated BVLOS surveying for HOCHTIEF construction project. Uses DJI Dock for autonomous inspection deployments.,Claude,1
Tecnidronesystem,Spain,Authorized Dealer,Dock 2 / Dock 3,Unknown,https://tecnidronesystem.com/,https://www.linkedin.com/search/results/companies/?keywords=tecnidronesystem,https://tecnidronesystem.com/producto/dji-dock-3/,Product Page,https://tecnidronesystem.com/dji-dock-2/,Product Page,High,Located in Alcobendas (Madrid). Recognized by AESA for drone pilot training. Offers Dock 2 and Dock 3 with technical information.,Claude,1
DJI Bangkok,Thailand,Authorized Dealer,Dock 2,Unknown,https://www.djibangkok.com/,Unknown,https://www.djibangkok.com/shop/dji-dock-2/,Official Website,https://www.djibangkok.com/,Official Website,High,DJI reseller offering Dock 2 at 274000 Thai Baht. Phone: 084-979-9442. LINE: @djibangkok. Located in Bangkok.,Claude,1
DJI Enterprise Dealer Network (Thailand),Thailand,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/global/where-to-buy/enterprise-dealers,https://www.linkedin.com/company/dji/,https://www.dji.com/global/where-to-buy/enterprise-dealers,Company Website,, ,High,"DJI's global enterprise dealer page lists Thailand in the Asia-Pacific region for DJI Dock and FlightHub 2 solutions, confirming availability via authorised partners such as Aonic Thailand. ",Comet,1
